,NOUN,.,NUM,ADJ,VERB,DET,ADP,CONJ,X,ADV,PRT,PRON
camille,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chafic,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cotran,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"25,000",0.0,0.0,0.0007164606842199534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disgorge,0.0,0.0,0.0,0.0,3.9812086949597896e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
one-year,3.898103572611924e-06,0.0,0.0,7.825542570951586e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
davis,0.00011694310717835772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
colonsville,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miss.,2.728672500828347e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"200,000",0.0,0.0,0.0003582303421099767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jeffrey,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gerard,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dompierre,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
valrico,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
felten,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"16,072",0.0,0.0,5.9705057018329455e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marion,1.5592414290447698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stewart,2.728672500828347e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spitler,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"18,444",0.0,0.0,5.9705057018329455e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
*t*-252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001287664177182591,0.0,0.0,0.0
amounted,0.0,0.0,0.0,0.0,4.644743477453088e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parking,1.1694310717835772e-05,0.0,0.0,0.0,9.953021737399474e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ticket,5.067534644395502e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
complaining,0.0,0.0,0.0,0.0,1.9906043474798948e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sizable,0.0,0.0,0.0,0.00024780884808013354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anybody,8.965638217007426e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fishman,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
longwood,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
floyd,1.1694310717835772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
houston,0.00010914690003313388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bronx,4.677724287134309e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amin,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jalaalwalikraam,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glenham,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"60,000",0.0,0.0,0.0002985252850916473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knapp,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deborah,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
renee,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
muscolina,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palisades,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
najarian,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minn.,1.1694310717835772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
norwick,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nesconset,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phipps,1.1694310717835772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sr.,3.1184828580895395e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scott,7.016586430701463e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rankin,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mo.,3.508293215350732e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leigh,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sanderoff,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaithersburg,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
md.,2.3388621435671545e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"45,000",0.0,0.0,0.00017911517105498835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"12,252",0.0,0.0,5.9705057018329455e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sandra,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ann,9.355448574268618e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ridgefield,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spence,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aloha,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ore.,1.9490517863059623e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mona,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sun,0.00023388621435671545,0.0,0.0,0.0,6.635347824932983e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jamaica,1.9490517863059623e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
estates,2.3388621435671545e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swearingen,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bew,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wong,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rabia,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zayed,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
veselich,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enright,1.5592414290447698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rolling,3.898103572611924e-06,0.0,0.0,0.0,8.625952172412879e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"11,762",0.0,0.0,5.9705057018329455e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stuart,4.287913929873117e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
russel,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glendale,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"14,821",0.0,0.0,5.9705057018329455e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nilson,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dahl,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fountain,5.847155358917886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"82,389",0.0,0.0,5.9705057018329455e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
screwed,0.0,0.0,0.0,0.0,8.625952172412879e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
breaking,1.5592414290447698e-05,0.0,0.0,0.0,9.953021737399474e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agents,0.00016761845362231275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
*-158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001287664177182591,0.0,0.0,0.0
reps,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
compliance,3.508293215350732e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
security-type,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stupid,0.0,0.0,0.0,0.00013042570951585976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mistakes,6.236965716179079e-05,0.0,0.0,0.0,6.635347824932983e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cole,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jackson,0.00010524879646052196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rita,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rae,1.1694310717835772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cross,0.00010135069288791004,0.0,0.0,1.3042570951585977e-05,0.0001260716086737267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
denver,6.626776073440271e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meinders,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2,000",0.0,0.0,0.0006567556272016239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
five-day,0.0,0.0,0.0,2.6085141903171954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eight-month,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cutrer,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baton,3.508293215350732e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rouge,1.9490517863059623e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
la.,3.508293215350732e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
one-month,0.0,0.0,0.0,2.6085141903171954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
karl,3.8981035726119245e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hale,1.1694310717835772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
midvale,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
utah,2.728672500828347e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clinton,1.5592414290447698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hayne,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
one-week,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kane,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coconut,2.728672500828347e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"250,000",0.0,0.0,0.0002985252850916473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
merrick,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aurora,1.5592414290447698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miller,8.186017502485041e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
randolph,4.677724287134309e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90-day,0.0,0.0,0.0,2.6085141903171954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brian,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pitcher,4.287913929873117e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
russo,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bridgeville,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15-day,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orville,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leroy,1.1694310717835772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sandberg,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3,500",0.0,0.0,0.0002985252850916473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marchese,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
las,1.9490517863059623e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vegas,2.3388621435671545e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nev.,1.5592414290447698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eric,1.5592414290447698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monchecourt,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gerhard,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carson,1.1694310717835772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
actively,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002897194178868311,0.0,0.0
engaged,0.0,0.0,0.0,0.0,0.0002853199564721183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fond,0.0,0.0,0.0,0.00013042570951585976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blocked,0.0,0.0,0.0,0.0,6.635347824932983e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
*-159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001287664177182591,0.0,0.0,0.0
emigrate,0.0,0.0,0.0,0.0,6.635347824932983e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
computer-driven,0.0,0.0,0.0,2.6085141903171954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plays,0.00011694310717835772,0.0,0.0,0.0,0.0001924250869230565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hurdles,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loom,1.9490517863059623e-05,0.0,0.0,0.0,1.3270695649865965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resist,0.0,0.0,0.0,0.0,0.00013934230432359265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onslaught,1.5592414290447698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shrug,3.898103572611924e-06,0.0,0.0,0.0,6.635347824932983e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
furor,2.3388621435671545e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marching,0.0,0.0,0.0,0.0,9.289486954906176e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abroad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011588776715473245,0.0,0.0
overlap,0.0,0.0,0.0,0.0,3.317673912466492e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
american-style,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arbitrage,9.355448574268618e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
*t*-253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001287664177182591,0.0,0.0,0.0
exploit,3.898103572611924e-06,0.0,0.0,0.0,5.308278259946386e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.6,0.0,0.0,0.00011941011403665891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imagine,0.0,0.0,0.0,0.0,0.00026541391299731934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
racing,3.1184828580895395e-05,0.0,0.0,0.0,4.644743477453088e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chicago-style,0.0,0.0,0.0,2.6085141903171954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scrutinizing,0.0,0.0,0.0,0.0,3.317673912466492e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
*-160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001287664177182591,0.0,0.0,0.0
cope,0.0,0.0,0.0,0.0,0.00014597765214852563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
makato,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
utsumi,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
home-market,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osaka,2.728672500828347e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wary,0.0,0.0,0.0,9.129799666110184e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forgotten,0.0,0.0,0.0,0.0,0.00017251904344825757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bout,1.5592414290447698e-05,0.0,0.0,0.0,0.0,0.0,7.76855908766042e-06,0.0,0.0,0.0,0.0,0.0
foreign-led,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drove,7.796207145223849e-06,0.0,0.0,0.0,0.00017251904344825757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skyward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.228610906821778e-05,0.0,0.0
*t*-254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001287664177182591,0.0,0.0,0.0
mechanisms,7.016586430701463e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
operators,7.406396787962656e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suspend,0.0,0.0,0.0,0.0,3.317673912466492e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maybe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008468721445922757,0.0,0.0
tightened,0.0,0.0,0.0,0.0,6.635347824932983e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
index-related,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catch-up,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salomon,1.9490517863059623e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reaped,0.0,0.0,0.0,0.0,1.3270695649865965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chunk,1.1694310717835772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
*t*-255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001287664177182591,0.0,0.0,0.0
deryck,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maughan,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
*t*-256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001287664177182591,0.0,0.0,0.0
s.,0.0004482819108503713,0.0,0.0,2.6085141903171954e-05,0.0,0.0,0.0,0.0,0.0001287664177182591,0.0,0.0,0.0
wadsworth,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
*t*-257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001287664177182591,0.0,0.0,0.0
ascribe,0.0,0.0,0.0,0.0,1.3270695649865965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
futures-related,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strategies,1.1694310717835772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disruptive,0.0,0.0,0.0,6.521285475792988e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
*rnr*-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006438320885912954,0.0,0.0,0.0
liquid,9.745258931529811e-05,0.0,0.0,0.0002608514190317195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
impact,0.0002728672500828347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
index-arbitrage,1.1694310717835772e-05,0.0,0.0,5.217028380634391e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serves,0.0,0.0,0.0,0.0,0.00024550786952252034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conduit,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attractions,3.8981035726119245e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
counter,7.796207145223849e-06,0.0,0.0,0.0,1.3270695649865965e-05,0.0,0.0,0.0,0.0,0.0001114305453410889,0.0,0.0
tapes,1.1694310717835772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unwind,0.0,0.0,0.0,0.0,6.635347824932983e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
begins,0.0,0.0,0.0,0.0,0.00037821482602118004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pegged,0.0,0.0,0.0,0.0,1.9906043474798948e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
privacy,3.1184828580895395e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brokerage,2.728672500828347e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
*-161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001287664177182591,0.0,0.0,0.0
barfield,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assurance,7.406396787962656e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
*t*-258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001287664177182591,0.0,0.0,0.0
manages,0.0,0.0,0.0,0.0,3.317673912466492e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#,0.0,0.00013463253731845645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.72,0.0,0.0,5.9705057018329455e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
times-stock,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100-share,0.0,0.0,0.0,2.6085141903171954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
option,3.8981035726119245e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
*-162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001287664177182591,0.0,0.0,0.0
ft-se,1.1694310717835772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tenfold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.457221813643556e-05,0.0,0.0
"9,118",0.0,0.0,5.9705057018329455e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4,645",0.0,0.0,5.9705057018329455e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917,0.0,0.0,5.9705057018329455e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
index-options,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
compares,0.0,0.0,0.0,0.0,5.971813042439685e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
derivatives,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wage,0.0002728672500828347,0.0,0.0,0.0,1.9906043474798948e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
